ID;AtcCode;Name;FormOfInjection;Strength;LegalStatus;Reimbursement;Manufacturer;Spc;Pil;ValidFrom;ValidTo
5972;C07AB03;ATENOLOL-RATIOPHARM 25MG;film-coated tablet;25mg;Prescription;Yes;ratiopharm GmbH;SPC_1007895.pdf;PIL_1007895.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
5973;L01XE10;EVEROLIMUS KRKA;tablet;5mg;Prescription;No;KRKA d.d., Novo mesto;SPC_1739820.pdf;PIL_1739820.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
5974;A10BD06;TANDEMACT;tablet;4mg +45mg;Prescription;No;Takeda Pharma A/S;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000680/WC500033442.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000680/WC500033442.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
5975;C10AX12;LOJUXTA;capsule, hard;60mg;Prescription;No;Amryt Pharmaceuticals DAC;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002578/WC500148549.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002578/WC500148549.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
5976;J01DC02;FUROCEF;film-coated tablet;500mg;Prescription;Yes;Krka, d.d., Novo mesto;SPC_1660003.pdf;PIL_1660003.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
5977;R06AX27;AERIUS;oral solution;0,5mg 1ml;Prescription;No;Merck Sharp & Dohme B.V.;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000313/WC500025540.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000313/WC500025540.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
5978;J01FA10;AZITHROMYCIN ACTAVIS;film-coated tablet;500mg;Prescription;Yes;Actavis Group PTC ehf;SPC_1563342.pdf;PIL_1563342.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
5979;B03XA82;RETACRIT;solution for injection in pre-filled syringe;6000RÜ 0.6ml;Prescription;No;Hospira UK Limited;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000872/WC500054377.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000872/WC500054377.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
5980;B03XA03;MIRCERA;solution for injection in pre-filled syringe;75mcg 0.3ml;Prescription;Yes;Roche Registration GmbH;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000739/WC500033672.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000739/WC500033672.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
5981;L01BC06;CAPECITABINE ACCORD;film-coated tablet;300mg;Prescription;No;Accord Healthcare Limited;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002386/WC500126897.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002386/WC500126897.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
5982;C01DA14;OLICARD 60 MG;prolonged-release capsule, hard;60mg;Prescription;Yes;Mylan Healthcare GmbH;SPC_1101924.pdf;PIL_1101924.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
5983;L01XE03;ERLOTINIB TEVA PHARMA;film-coated tablet;150mg;Prescription;No;Teva Pharma B.V.;SPC_1697586.pdf;PIL_1697586.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
5984;A07XA04;HIDRASEC;granules for oral suspension;30mg;Prescription;No;Bioprojet Europe Ltd;SPC_1520660.pdf;PIL_1520660.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
5985;A10BD08;VILSPOX;film-coated tablet;850mg +50mg;Prescription;Yes;Sandoz Pharmaceuticals d.d.;SPC_1714913.pdf;PIL_1714913.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
5986;N04BC05;PRAMIPEXOLE ORION;tablet;1,1mg;Prescription;No;Orion Corporation;SPC_1339444.pdf;PIL_1339444.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
5987;B01AC22;ELISKARDIA;film-coated tablet;10mg;Prescription;No;Krka, d.d. Novo mesto;SPC_1741340.pdf;PIL_1741340.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
5988;N03AX16;PREGABALIN ACCORD;capsule, hard;225mg;Prescription;No;Accord Healthcare Limited;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004024/WC500193764.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004024/WC500193764.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
5989;M03AC06;ARDUAN;powder and solvent for solution for injection;4mg;Prescription;No;Gedeon Richter Plc.;SPC_1001316.pdf;PIL_1001316.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
5990;J05AF07;VIREAD;film-coated tablet;163mg;Prescription;No;Gilead Sciences Ireland UC;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000419/WC500051737.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000419/WC500051737.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
5991;A02BC05;ESOMEPRAZOLE ACTAVIS;powder for solution for injection /infusion;40mg;Prescription;No;Actavis Group PTC ehf;SPC_1684065.pdf;PIL_1684065.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
5992;L01XE01;IMATINIB ACTAVIS;film-coated tablet;100mg;Prescription;No;Actavis Group PTC ehf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002594/WC500143036.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002594/WC500143036.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
5993;N05AH04;QUETIAPINE ACCORD;prolonged-release tablet;150mg;Prescription;No;Accord Healthcare Limited;SPC_1683761.pdf;PIL_1683761.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
5994;C10AA07;ROXERA;film-coated tablet;5mg;Prescription;No;KRKA d.d., Novo mesto;SPC_1479573.pdf;PIL_1479573.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
5995;C03DA04;EPLERENONE ACCORD;film-coated tablet;25mg;Prescription;No;Accord Healthcare Limited;SPC_1737468.pdf;PIL_1737468.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
5996;N04BA81;DUODOPA;intestinal gel;20mg +5mg 1ml;Prescription;No;AbbVie SIA;SPC_1192867.pdf;PIL_1192867.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
5997;J07BD54;PROQUAD;powder and solvent for suspension for injection;1annust +1annust +1annust +1annust;Prescription;No;MSD VACCINS;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000622/WC500044070.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000622/WC500044070.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
5998;V03AE02;RENAGEL;film-coated tablet;800mg;Prescription;No;Genzyme Europe B.V.;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000254/WC500052257.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000254/WC500052257.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
5999;C09DA04;IFIRMACOMBI;film-coated tablet;300mg +25mg;Prescription;No;Krka d.d. Novo Mesto;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002302/WC500103786.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002302/WC500103786.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6000;J01DC02;ZINACEF;powder for solution for injection /infusion;1500mg;Prescription;No;Glaxo Group Limited;SPC_1007064.pdf;PIL_1007064.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6001;B05BA10;NUTRIFLEX LIPID PERI;emulsion for infusion;;Prescription;No;B.Braun Melsungen AG;SPC_1506710.pdf;PIL_1506710.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6002;N02AX02;TRAMAL;suppository;100mg;Prescription;Yes;STADA  Arzneimittel AG;SPC_1015399.pdf;PIL_1015399.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6003;C08CA06;NIMOTOP;film-coated tablet;30mg;Prescription;No;Bayer AG;SPC_1006254.pdf;PIL_1006254.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6004;C07AB12;NEBIVOLOL ACTAVIS;tablet;5mg;Prescription;Yes;Actavis Group PTC ehf;SPC_1269907.pdf;PIL_1269907.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6005;D07AC14;ADVANTAN;ointment;1mg 1g;Prescription;Yes;Bayer AG;SPC_1062009.pdf;PIL_1062009.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6006;A02BC01;OMEPRAZOLE STADA 40 MG;gastro-resistant capsule, hard;40mg;Prescription;No;STADA  Arzneimittel AG;SPC_1352562.pdf;PIL_1352562.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6007;A10BH02;GALVUS;tablet;50mg;Prescription;Yes;Novartis Europharm Limited;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000771/WC500020327.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000771/WC500020327.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6008;G04BE08;CIALIS;film-coated tablet;5mg;Prescription;No;Eli Lilly Nederland B.V.;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000436/WC500026318.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000436/WC500026318.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6009;L01XE35;TAGRISSO;film-coated tablet;80mg;Prescription;No;AstraZeneca AB;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004124/WC500202022.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004124/WC500202022.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6010;J05AR03;EMTRICITABINE/TENOFOVIR DISOPROXIL KRKA;film-coated tablet;245mg +200mg;Prescription;No;Krka, d.d. Novo mesto;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004215/WC500225127.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004215/WC500225127.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6011;J07AN01;BCG VACCINE SSI;powder and solvent for suspension for injection;0,75mg;Prescription;No;AJ Vaccines A/S;SPC_1042186.pdf;PIL_1042186.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6012;N03AX11;TOPAMAX;film-coated tablet;100mg;Prescription;Yes;UAB JOHNSON & JOHNSON;SPC_1076778.pdf;PIL_1076778.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6013;C03CA04;TRIFAS 10 MG;tablet;10mg;Prescription;Yes;Menarini International Operations Luxembourg S.A.;SPC_1032332.pdf;PIL_1032332.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6014;R06AE07;ZYRTEC;tablet;10mg;OTC,Prescription;Yes;UCB Pharma Oy Finland;SPC_1077836.pdf;PIL_1077836.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6015;N05AX12;ABILIFY;orodispersible tablet;30mg;Prescription;No;Otsuka Pharmaceutical Netherlands B.V.;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000471/WC500020170.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000471/WC500020170.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6016;J01DC02;AXETINE 1,5G;powder for solution for injection;1500mg;Prescription;No;Medochemie Ltd;SPC_1067161.pdf;PIL_1067161.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6017;C09CA07;TELMISARTAN ACTAVIS;tablet;20mg;Prescription;No;Actavis Group  PTC ehf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001168/WC500098260.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001168/WC500098260.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6018;N03AF04;ZEBINIX;tablet;200mg;Prescription;No;BIAL - Portela & Ca, SA;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000988/WC500047225.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000988/WC500047225.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6019;N03AX16;PREGABALIN SANDOZ GmbH;capsule, hard;225mg;Prescription;No;Sandoz GmbH;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004070/WC500190217.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004070/WC500190217.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6020;D11AH02;ELIDEL;cream;10mg 1g;Prescription;Yes;SIA Meda Pharma;SPC_1104680.pdf;PIL_1104680.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6021;N03AX12;GABAGAMMA 400MG;capsule, hard;400mg;Prescription;Yes;WÖRWAG PHARMA GmbH & Co. KG;SPC_1125953.pdf;PIL_1125953.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6022;C09DB07;ZENICAMO;tablet;8mg +5mg;Prescription;No;Zentiva k.s.;SPC_1647671.pdf;PIL_1647671.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6023;L04AX02;THALIDOMIDE CELGENE;capsule, hard;50mg;Prescription;Yes;Celgene Europe BV;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000823/WC500037050.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000823/WC500037050.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6024;M05BA08;ZOLEDRONIC ACID MEDAC;solution for infusion;0,04mg 1ml;Prescription;No;medac Gesellschaft für klinische Spezialpräparate mbH;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002359/WC500131050.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002359/WC500131050.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6025;L04AC07;ROACTEMRA;solution for injection;162mg 0.9ml;Prescription;No;Roche Registration GmbH;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000955/WC500054890.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000955/WC500054890.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6026;L01XC22;PORTRAZZA;concentrate for solution for infusion;16mg 1ml;Prescription;No;Eli Lilly Nederland B.V.;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/003886/WC500202694.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/003886/WC500202694.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6027;C09DA07;TELMISARTAN /HYDROCHLOROTHIAZIDE SANDOZ;coated tablet;80mg +12,5mg;Prescription;Yes;Sandoz Pharmaceuticals d.d.;SPC_1567267.pdf;PIL_1567267.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6028;J07CA09;VAXELIS;suspension for injection in pre-filled syringe;1annus +1annus +1annus +1annus +1annus +1annus 0.5ml;Prescription;No;MCM Vaccine B.V.;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/003982/WC500202435.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/003982/WC500202435.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6029;B02BD02;ADVATE;powder and solvent for solution for injection;1500RÜ;Prescription;No;Baxter AG;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000520/WC500022467.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000520/WC500022467.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6030;B03XA02;ARANESP;solution for injection in pre-filled pen;10mcg 0.4ml;Prescription;No;Amgen Europe B.V.;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000332/WC500026149.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000332/WC500026149.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6031;L01AA01;ENDOXAN;powder for solution for injection;500mg;Prescription;No;Baxter Oncology GmbH;SPC_1021813.pdf;PIL_1021813.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6032;N03AX18;VIMPAT;film-coated tablet;200mg;Prescription;No;UCB Pharma SA;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000863/WC500050338.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000863/WC500050338.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6033;L01XX17;HYCAMTIN;capsule, hard;1mg;Prescription;No;Novartis Europharm Limited;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000123/WC500051542.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000123/WC500051542.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6034;N05AX12;ARISPPA;tablet;15mg;Prescription;Yes;KRKA d.d., Novo mesto;SPC_1650271.pdf;PIL_1650271.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6035;L01AA05;LEDAGA;gel;160mcg 1g;Prescription;No;Actelion Registration Ltd.;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002826/WC500223798.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002826/WC500223798.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6036;L02BG04;LETROZOLE SANOSWISS 2,5 MG;film-coated tablet;2,5mg;Prescription;Yes;UAB SanoSwiss;SPC_1302398.pdf;PIL_1302398.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6037;J05AR10;LOPINAVIR/RITONAVIR SANDOZ;film-coated tablet;200mg +50mg;Prescription;No;Sandoz Pharmaceuticals d.d.;SPC_1641147.pdf;PIL_1641147.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6038;C10BX13;ROXIPER;film-coated tablet;1,25mg +4mg +10mg;Prescription;No;KRKA d.d., Novo mesto;SPC_1731169.pdf;PIL_1731169.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6039;S01ED80;DORZOLAMIDE/TIMOLOL ACTAVIS;eye drops, solution;5mg +20mg 1ml;Prescription;No;Actavis Group PTC ehf;SPC_1420412.pdf;PIL_1420412.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6040;L04AC08;ILARIS;powder for solution for injection;150mg;Prescription;No;Novartis Europharm Limited;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001109/WC500031680.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001109/WC500031680.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6041;A10AE04;TOUJEO OPTISET;solution for injection in pre-filled pen;100ühik 1ml;Prescription;No;Sanofi-Aventis Deutschland GmbH;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000309/WC500047935.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000309/WC500047935.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6042;N05AE03;SERDOLECT;film-coated tablet;16mg;Prescription;Yes;H. LUNDBECK A/S;SPC_1027077.pdf;PIL_1027077.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6043;J01DC02;FUROCEF;film-coated tablet;250mg;Prescription;Yes;Krka, d.d., Novo mesto;SPC_1659922.pdf;PIL_1659922.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6044;B05BA10;PEDIAVEN G15;solution for infusion;;Prescription;No;Fresenius Kabi Polska Sp.zo.o.;SPC_1601301.pdf;PIL_1601301.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6045;C09DA06;CARZAN HCT 16MG/12,5MG;tablet;16mg +12,5mg;Prescription;Yes;Zentiva k.s.;SPC_1487819.pdf;PIL_1487819.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6046;R06AE07;ZYRTEC;oral drops, solution;10mg 1ml;Prescription;No;First Pharma OÜ;SPC_1731585.pdf;PIL_1731585.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6047;J05AF07;VIREAD;film-coated tablet;123mg;Prescription;No;Gilead Sciences Ireland UC;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000419/WC500051737.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000419/WC500051737.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6048;L01DB06;ZAVEDOS;solution for injection/infusion;1mg 1ml;Prescription;No;Pfizer Europe MA EEIG;SPC_1706723.pdf;PIL_1706723.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6049;C09DB02;OLMESARTAN MEDOXOMIL/AMLODIPINE ZENTIVA;film-coated tablet;40mg +5mg;Prescription;Yes;Zentiva k.s.;SPC_1727175.pdf;PIL_1727175.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6050;G04BD09;SPASMED 15;film-coated tablet;15mg;Prescription;Yes;PRO.MED.CS Praha a.s.;SPC_1090189.pdf;PIL_1090189.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6051;C09CA06;CANTAR;tablet;16mg;Prescription;Yes;Teva Pharma B.V.;SPC_1475962.pdf;PIL_1475962.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6052;A10AE06;TRESIBA;solution for injection in pre-filled pen;100ühik 1ml;Prescription;Yes;Novo Nordisk A/S;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002498/WC500138940.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002498/WC500138940.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6053;R06AX27;NEOCLARITYN;orodispersible tablet;5mg;Prescription;No;Merck Sharp & Dohme B.V.;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000314/WC500024736.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000314/WC500024736.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6054;N05CF01;IMOVANE;film-coated tablet;7,5mg;Prescription;No;Globalex Pharma OÜ;SPC_1767304.pdf;PIL_1767304.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6055;B05ZB81;DUOSOL ILMA KAALIUMITA;solution for haemofiltration;4,21g +1,98g +0,91g +9,9g +0/6,18g +0 +0 +0 +3,59g 1000ml;Prescription;No;B. Braun Avitum AG;SPC_1165913.pdf;PIL_1165913.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6056;G03DA04;GEPRETIX;capsule, soft;200mg;Prescription;No;UAB Exeltis Baltics;SPC_1592254.pdf;PIL_1592254.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6057;R03DC03;MONTELUKAST TEVA;film-coated tablet;10mg;Prescription;Yes;Teva Pharma B.V.;SPC_1274116.pdf;PIL_1274116.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6058;A10BB12;MEGLIMID;tablet;1mg;Prescription;No;KRKA d.d., Novo mesto;SPC_1191675.pdf;PIL_1191675.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6059;G03GA06;PUREGON;solution for injection;150RÜ 0.5ml;Prescription;No;Merck Sharp & Dohme B.V.;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000086/WC500045617.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000086/WC500045617.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6060;B02BD14;OBIZUR;powder and solvent for solution for injection;500ühik;Prescription;No;Baxalta Innovations GmbH;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002792/WC500196884.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002792/WC500196884.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6061;L01XC02;RIXATHON;concentrate for solution for infusion;10mg 1ml;Prescription;No;Sandoz GmbH;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/003903/WC500232460.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/003903/WC500232460.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6062;V03AC03;EXJADE;film-coated tablet;90mg;Prescription;No;Novartis Europharm Limited;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000670/WC500033925.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000670/WC500033925.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6063;N04BC05;PRAMIPEXOLE TEVA;tablet;0,088mg;Prescription;No;Teva B.V.;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000940/WC500041128.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000940/WC500041128.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6064;A08AB01;XENICAL;capsule, hard;120mg;Prescription;No;CHEPLAPHARM Arzneimittel GmbH;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000154/WC500058428.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000154/WC500058428.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6065;N03AG01;DEPAKINE;powder and solvent for solution for injection;400mg;Prescription;No;Sanofi-Aventis Estonia OÜ;SPC_1086533.pdf;PIL_1086533.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6066;N06AB04;CITALOPRAM - TEVA 20MG;film-coated tablet;20mg;Prescription;Yes;Teva Pharma B.V.;SPC_1218462.pdf;PIL_1218462.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6067;L01XE31;VARGATEF;capsule, soft;150mg;Prescription;Yes;Boehringer Ingelheim International GmbH;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002569/WC500179970.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002569/WC500179970.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6068;L04AA18;CERTICAN 0,5 MG TABLETID;tablet;0,5mg;Hospital use,Prescription;No;"SIA Novartis Baltics""""";SPC_1156058.pdf;PIL_1156058.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
6069;J05AR03;EMTRICITABINE/TENOFOVIR ZENTIVA;film-coated tablet;245mg +200mg;Prescription;No;Zentiva k.s.;SPC_1709827.pdf;PIL_1709827.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
